label,chr1,x1,x2,chr2,y1,y2
0,14,28133337,28148600,14,28587810,28604791
0,14,90469083,90504369,14,90628986,90635755
0,5,56764197,56850916,5,57588521,57734315
1,5,170800000,170850000,5,171450000,171475000
0,14,101431934,101452657,14,101509673,101528238
1,14,70025000,70055000,14,70190000,70195000
0,5,105341406,105361369,5,105595378,105646183
0,5,6891183,6912175,5,7134279,7366709
1,14,71600000,71625000,14,72200000,72225000
0,5,9147280,9166989,5,9230869,9243079
0,5,144928645,144935960,5,145121385,145138080
0,5,43341299,43815577,5,43852262,43893698
0,14,80014351,80045116,14,80243748,80276559
0,5,121582376,121615537,5,121771579,121816716
0,5,9147280,9166989,5,9181751,9230084
0,14,66924138,66989182,14,67056173,67102568
0,5,26185879,26197756,5,26679385,26793033
0,14,29740620,29757809,14,30095885,30322273
0,14,92522990,92532703,14,92786682,92814406
0,14,83921462,83938615,14,84000358,84021805
0,5,151362867,151369062,5,151477657,151538851
0,14,64674530,64726717,14,64728960,64780247
0,14,34881133,34889410,14,35022271,35045022
0,14,27855452,27864689,14,28075704,28093113
0,14,86207871,86252248,14,87116901,87125268
0,14,36445771,36506914,14,36518906,36589272
0,14,75898694,75936209,14,75942738,75997329
0,14,52103034,52134571,14,52173513,52211291
0,5,96859583,96880378,5,97053499,97069614
0,5,154627331,154653902,5,154973926,155047155
0,14,80243748,80276559,14,80448868,80467281
0,5,143684479,143696044,5,144472078,144500004
0,5,113240317,113261764,5,114305776,114336729
0,5,88517105,88635266,5,89086072,89105301
0,14,69537582,69674389,14,69787593,69797352
0,5,146925679,146989282,5,147064643,147076090
0,14,64228121,64246098,14,65089391,65117774
0,5,11325761,11371510,5,11601193,11730530
0,14,72088582,72179381,14,72486649,72495120
0,14,104154670,104301533,14,104637157,104651026
0,5,19500065,19516444,5,20019139,20064385
0,5,101977954,101983963,5,102150779,102231295
0,14,95547768,95611691,14,95741582,95838378
0,14,49305652,49345277,14,49629383,49651982
0,5,115623229,115644548,5,116199850,116230523
0,14,87116901,87125268,14,87307989,87328634
0,14,41516265,41531388,14,41573935,41627932
0,5,62725813,62737402,5,62902324,62954130
1,5,114400000,114450000,5,114575000,114600000
0,5,165465919,165487664,5,166042363,166129401
0,5,40953583,40985964,5,41507977,41540960
0,14,66739922,66754619,14,67341621,67554546
0,14,61552221,61604306,14,62070195,62106057
1,14,37100000,37125000,14,37400000,37425000
0,5,146591146,146616885,5,146744745,146796021
0,5,157678127,157763813,5,158361304,158398707
0,5,136246944,136262003,5,136829889,136840279
1,5,139940000,139950000,5,140090000,140100000
1,5,148745000,148760000,5,148930000,148940000
0,5,24090439,24129184,5,24476831,24721922
0,14,70435997,70573413,14,70815680,70950318
0,5,106843377,106851856,5,106951380,107062836
0,5,156278640,156299255,5,156341297,156407753
0,14,89760814,89826872,14,89954676,89971237
0,5,89009253,89034811,5,89065829,89079342
0,5,31227071,31621847,5,31767005,31771180
0,5,96118977,96540736,5,97053499,97069614
0,14,95200314,95230333,14,95339094,95412976
0,5,37928065,37945228,5,38129451,38825379
1,5,153975000,154040000,5,154350000,154400000
0,14,33867237,34023848,14,34090237,34104260
0,14,55299517,55315968,14,55442992,55541497
1,14,103540000,103575000,14,104000000,104025000
1,5,141500000,141550000,5,142075000,142100000
0,5,7603578,7635179,5,8240373,8259452
0,14,89973401,90018132,14,90094398,90175066
0,5,105129332,105143717,5,106209485,106213896
0,14,87992689,88037906,14,88231110,88244175
1,5,95925000,95975000,5,96475000,96500000
0,5,18203985,18239288,5,19826639,19875240
0,14,51883704,51932047,14,51983155,51998646
0,5,113954845,113977676,5,115291651,115452460
0,5,85467651,85476016,5,85582135,85705305
0,5,103108226,103130925,5,103585809,103665168
0,5,123390882,123411896,5,123569159,123605006
0,14,58191557,58220612,14,58288016,58365471
0,14,55411488,55432485,14,56300048,56464783
0,14,25559539,25639149,14,25714407,25744080
0,5,129171106,129277906,5,129565298,129585973
0,5,35256619,35309705,5,35988728,36011395
0,14,96431799,96531544,14,96620896,96665219
0,14,26452089,26463556,14,27376120,27396500
0,5,161271172,161286919,5,161411150,161439989
1,14,35600000,35625000,14,35875000,35925000
0,14,74572966,74593581,14,75296041,75308696
0,14,50624535,50634974,14,51306515,51341793
0,5,22023188,22140915,5,22722070,22750177
0,5,51882318,51898617,5,52039426,52124869
0,14,51278170,51289651,14,51947707,51982322
0,14,71563614,71588225,14,72088582,72179381
1,5,42750000,42775000,5,42870000,42900000
1,14,35875000,35925000,14,36275000,36300000
0,5,99533958,99548747,5,100504988,100572974
0,5,78666906,78674163,5,79326593,79358572
0,5,94804083,94919837,5,94921431,95407129
0,5,168493767,168573757,5,168639870,168744558
1,14,23020000,23030000,14,23320000,23330000
0,5,166794175,166823000,5,167033666,167085228
0,14,73853803,73904604,14,74370528,74445967
0,5,3821233,3906974,5,4326395,4391505
0,14,28133337,28148600,14,28481733,28570311
0,14,66499914,66512015,14,66997024,67033949
0,14,52876104,52920332,14,53286507,53356662
0,14,75999851,76062786,14,76169961,76182746
0,14,74076911,74117018,14,74370528,74445967
0,14,93982946,94030185,14,94319257,94524596
0,14,47538930,47561841,14,47649301,47686846
0,5,105716374,105729831,5,106079719,106106724
1,5,56590000,56625000,5,58125000,58150000
0,14,87992689,88037906,14,88530138,88559973
0,14,55757176,55942796,14,56227269,56283546
0,14,92063768,92127058,14,92174574,92188041
0,5,160499313,160601103,5,160631205,160642264
0,5,83868465,83946714,5,84189598,84201153
0,5,124776533,124791002,5,125146233,125179130
0,14,29262226,29309546,14,29516021,29537610
0,14,37792963,37826652,14,37974188,38045892
0,5,127065903,127156481,5,127159323,127227825
0,5,28278323,28329818,5,28462469,28482742
0,5,111138335,111144350,5,111356744,111364449
0,5,59150571,59166754,5,59454646,59460043
0,5,13032229,13039656,5,13089100,13150213
1,14,81400000,81425000,14,81925000,81950000
0,5,97021838,97039477,5,97592183,97604310
0,14,47019376,47083007,14,47711251,47783962
0,5,160877065,160891444,5,161760202,161779647
0,14,90322051,90336612,14,90360658,90444043
0,14,61645047,61776696,14,62107852,62272659
1,14,23240000,23250000,14,23320000,23330000
0,5,103564452,103581778,5,103919114,103953910
0,14,57643155,57668788,14,57824723,57893897
0,14,44183504,44206239,14,44258179,44271906
1,14,105820000,105840000,14,105950000,105960000
0,14,36965606,37004793,14,37312045,37337426
0,5,136246944,136262003,5,136508049,136578316
0,14,85531149,85542564,14,85770007,85789148
1,5,172710000,172730000,5,173395000,173410000
0,5,57125651,57137958,5,57495898,57535002
0,14,41573935,41627932,14,42046651,42173310
1,14,76040000,76050000,14,76110000,76120000
0,5,11903546,11978565,5,12216568,12224595
0,5,59176176,59189639,5,59454646,59460043
0,5,85960293,85999158,5,87464200,87690339
0,5,152514147,152549210,5,152772719,152826233
0,5,144092021,144127818,5,144157296,144167051
0,14,105503762,105570091,14,105583339,105725260
0,14,25488845,25532904,14,25843114,25906460
0,14,66531933,66571603,14,66581399,66621159
1,5,110490000,110500000,5,111475000,111525000
0,5,36472456,36911032,5,37656838,37682366
0,14,71623813,71642922,14,71670810,71743570
0,14,95339094,95412976,14,95547768,95611691
0,5,119963401,119969780,5,121684976,121760727
1,14,36700000,36725000,14,36825000,36850000
0,14,79053448,79072725,14,79580000,79592551
0,5,23452434,23467699,5,23537071,23543036
0,5,56317890,56421282,5,57005551,57025852
0,5,92336353,92344994,5,92724430,92769126
0,14,72270332,72275663,14,72387794,72406453
0,14,81594232,81660094,14,81661093,81818873
0,14,85576070,85604688,14,85981743,85991616
0,5,113435249,113438832,5,114820755,114846229
0,14,89868128,89892595,14,90507565,90617337
0,5,101287967,101350504,5,102060441,102067620
0,14,59761862,59852122,14,60008936,60210192
0,5,114111174,114116711,5,114555044,114809833
1,5,132425000,132450000,5,133275000,133300000
0,14,27994035,28001432,14,28587810,28604791
0,14,90469083,90504369,14,90507565,90617337
0,5,165133468,165162579,5,165799958,165808975
0,5,121684976,121760727,5,121956375,121991921
1,5,68375000,68400000,5,68625000,68650000
1,5,136975000,137000000,5,137450000,137475000
0,14,72900890,72929359,14,72934467,73044918
0,5,157871938,157904169,5,158440457,158499692
0,14,61906631,61992896,14,62348925,62373824
0,5,92658089,92671618,5,92724430,92769126
0,5,166002804,166036940,5,166597349,166619712
0,5,27132583,27147466,5,27323064,27443540
0,5,166130710,166152569,5,166453512,166527871
0,5,20652595,20692440,5,21452991,21465982
0,5,114401137,114409360,5,114857196,115059919
0,5,111475828,111593049,5,111739121,111764413
0,5,88328727,88470448,5,88956764,88959795
0,5,3079242,3268866,5,3365001,3380724
1,14,102425000,102450000,14,102775000,102800000
1,5,159450000,159460000,5,159820000,159830000
0,14,27308029,27316810,14,27423460,27493947
0,5,5913646,5937977,5,6156892,6177611
0,5,119035983,119064384,5,119322244,119336681
0,5,92336353,92344994,5,92497265,92550726
0,14,36856139,36866238,14,37212219,37304244
0,5,79198307,79280392,5,79615326,79653917
0,5,125080955,125111395,5,125253726,125328694
1,5,135220000,135240000,5,135540000,135550000
0,5,121005595,121051429,5,121616971,121661737
0,5,159982111,160002376,5,160068681,160084358
0,5,8922552,8930051,5,9050989,9066510
0,14,47019376,47083007,14,47274550,47326636
0,5,105800586,105844305,5,105999283,106014812
0,14,77098206,77149192,14,77164371,77692671
0,5,103225472,103360005,5,103864301,103914044
0,5,155400190,155477057,5,156341297,156407753
0,5,23059921,23066010,5,23736221,23749834
0,14,36269509,36313551,14,37010714,37035399
1,14,60425000,60450000,14,60625000,60675000
0,5,82252770,82515149,5,82998808,83036930
0,14,104768320,104784149,14,104789998,104861427
1,5,131140000,131150000,5,131325000,131350000
0,5,165698510,165738013,5,165920806,165969847
1,5,50225000,50250000,5,51950000,51975000
0,14,103720958,103918516,14,104118502,104153939
0,5,84577637,84616892,5,85009548,85026905
0,14,63823799,64027681,14,64302647,64313198
0,14,93329124,93377443,14,93739525,93841479
1,5,139445000,139460000,5,139535000,139545000
0,5,32970716,33003918,5,33122913,33275375
0,14,32130560,32155575,14,32347734,32380410
0,5,160631205,160642264,5,161114922,161130983
0,14,39305874,39342199,14,39409103,39412708
0,5,8708655,8728438,5,8962626,9023693
0,5,4546689,4593798,5,4829114,5083196
0,14,48911859,48943024,14,49113308,49136252
0,14,72313360,72335773,14,72825136,72864318
0,5,32806917,32948183,5,33397828,33513587
0,14,95547768,95611691,14,95716695,95728266
0,5,97238208,97259233,5,97592183,97604310
0,5,103919114,103953910,5,104994033,105010912
1,5,33425000,33450000,5,33925000,33950000
1,5,140800000,140810000,5,140925000,140950000
0,5,105264844,105310171,5,105587439,105592828
0,5,82612385,82623884,5,82693342,82820856
0,5,35677419,35690258,5,35796902,35825569
0,14,90688330,90813048,14,90907665,90948388
0,5,58888818,59005018,5,59528992,59627233
1,5,153340000,153375000,5,153550000,153575000
0,5,59254208,59285050,5,59310985,59329029
1,14,102525000,102550000,14,102775000,102800000
0,5,133068343,133095100,5,134063218,134279487
0,5,59045207,59128836,5,60022690,60275801
0,5,13331738,13346321,5,13676860,13708754
0,14,70264809,70306375,14,70393309,70417091
0,14,94937738,94978909,14,95077040,95084135
0,14,84283266,84332874,14,84717883,84732614
0,5,165424784,165452807,5,166002804,166036940
0,14,86151419,86205152,14,86917810,86939597
0,5,3452927,3619256,5,4144995,4207303
1,5,40875000,40925000,5,41825000,41875000
0,14,94731254,94737991,14,94937738,94978909
0,5,154692822,154705693,5,155343049,155387822
1,5,170150000,170175000,5,170750000,170775000
0,14,78669656,78678247,14,78910321,78942048
0,14,35622843,35639584,14,35942943,35962532
0,14,51306515,51341793,14,51631642,51719141
1,5,153340000,153375000,5,153975000,154040000
0,5,166542783,166577630,5,167439088,167552003
0,14,94758522,94789313,14,94799735,94914652
1,14,103540000,103575000,14,103740000,103760000
0,14,78145290,78202281,14,78679365,78715188
0,5,119232498,119244661,5,119978250,120037838
0,5,155525790,155547564,5,156551495,156583636
0,14,95690407,95702122,14,96062524,96093085
0,14,29262226,29309546,14,29632791,29642274
1,14,45350000,45375000,14,45725000,45750000
0,5,20827426,20839583,5,21163564,21174539
0,14,46452750,46458515,14,46800778,46826667
0,14,89248626,89266463,14,90094398,90175066
0,14,61246085,61348041,14,61645047,61776696
0,14,97899635,97932396,14,98215214,98234433
0,5,92658089,92671618,5,93055315,93073124
1,5,171900000,171925000,5,172100000,172150000
0,5,66663149,66676591,5,66962132,67004868
0,5,19997209,20013148,5,20143573,20155014
1,14,81460000,81470000,14,81630000,81640000
0,14,71525736,71527709,14,71978159,72073151
0,5,143990485,144012716,5,144510835,144566121
0,5,159597917,159653846,5,160008770,160028765
0,14,56544040,56624331,14,56800512,56816462
0,5,146744745,146796021,5,147002706,147038187
1,5,131400000,131410000,5,131510000,131520000
0,5,117034796,117041919,5,117264569,117287466
1,14,77150000,77175000,14,77520000,77550000
0,5,101621625,101671943,5,101721536,101849320
0,14,72735415,72783186,14,72900890,72929359
1,5,14350000,14375000,5,14625000,14650000
0,5,96622736,96643261,5,97592183,97604310
0,5,99497834,99524689,5,99661556,99669003
0,5,101721536,101849320,5,101993663,102046282
0,5,131140000,131150000,5,131400000,131410000
1,5,125975000,126000000,5,126625000,126650000
0,14,51779008,51856244,14,51983155,51998646
0,14,74530172,74568461,14,74602489,74647532
0,5,121148387,121238744,5,121582376,121615537
0,14,82077373,82140282,14,82259951,82285544
0,5,45220323,45234049,5,45726198,45736267
0,5,22930847,22963244,5,23059921,23066010
0,14,93014844,93021083,14,93111316,93213916
1,5,141500000,141550000,5,141925000,141950000
0,5,151818196,151953892,5,152191121,152219894
0,5,49614109,49628446,5,51049515,51087292
0,5,168401564,168490098,5,168915398,170017248
0,5,116837648,116930144,5,117427957,117445556
0,5,160699818,160720643,5,160957115,161016672
1,5,132750000,132775000,5,133275000,133300000
0,5,119637993,119684894,5,119761843,119815572
0,5,23835662,23857115,5,24026389,24045178
0,14,63493172,63516422,14,63529528,63621891
1,5,151200000,151225000,5,151875000,151900000
0,14,64302647,64313198,14,64467687,64554770
0,5,120172478,120191211,5,120486352,120522769
0,14,38368501,38397135,14,38444653,38465826
0,5,105107480,105123403,5,105405801,105421218
0,5,116320151,116331256,5,117357983,117362750
0,5,115656204,115873926,5,116258437,116306870
0,5,162068583,162107180,5,162209347,162326999
0,14,43244714,43260511,14,43473320,43484409
0,14,34881133,34889410,14,35222539,35248444
0,5,57939971,57990165,5,58076705,58160108
0,5,67469108,67793025,5,68166541,68353154
0,5,20940746,21010374,5,21163564,21174539
0,5,159982111,160002376,5,160204979,160210476
1,14,75590000,75625000,14,75750000,75775000
0,14,27855452,27864689,14,28587810,28604791
0,14,67189687,67236963,14,67699512,67725713
0,14,36897884,36930415,14,36965606,37004793
0,14,38049182,38077935,14,38206290,38226288
0,5,3073104,3078125,5,3290636,3346454
0,14,88949050,88968397,14,89380206,89431317
0,5,91450004,91457733,5,91995340,92056756
0,5,105587439,105592828,5,106663077,106698755
1,14,68080000,68090000,14,68125000,68150000
0,5,104758749,104765726,5,105389090,105403577
0,14,66380938,66479485,14,66686120,66709014
0,14,85487411,85505374,14,86011497,86025690
1,14,50075000,50100000,14,50550000,50575000
0,14,92815497,92822808,14,92970996,92983925
1,14,100850000,100880000,14,101350000,101375000
0,5,100007525,100013904,5,101066971,101080842
0,5,103734119,103776996,5,104030851,104040546
0,5,91587154,91623625,5,91949186,91972749
0,5,35345372,35414802,5,35527249,35531648
0,14,51368676,51459619,14,51883704,51932047
0,14,67739310,67763761,14,68017077,68258910
1,14,35125000,35150000,14,35875000,35925000
0,5,165920806,165969847,5,166453512,166527871
0,5,27323064,27443540,5,27849060,27906574
0,14,89939344,89946231,14,90322051,90336612
0,5,7984634,8125177,5,8376019,8412235
0,14,61481709,61502584,14,61645047,61776696
1,5,42905000,42910000,5,43040000,43045000
0,5,6916201,6923214,5,6934700,7105455
0,14,82543733,82560512,14,83030756,83038745
0,14,37784749,37792230,14,37974188,38045892
0,5,167008767,167021192,5,167214521,167259488
0,5,178136165,178343737,5,178425729,178465566
1,5,153445000,153475000,5,153975000,154040000
0,5,99128438,99159029,5,99480861,99489622
0,14,29426395,29446673,14,29632791,29642274
0,5,99321614,99425862,5,99549388,99655521
0,5,9230869,9243079,5,9793076,9907034
0,5,128703357,128755663,5,128947916,128962803
0,14,85172439,85195658,14,85658513,85666348
0,14,86831040,86903581,14,87129786,87142085
1,14,91790000,91825000,14,91880000,91890000
0,5,165296520,165320479,5,165920806,165969847
1,14,103670000,103680000,14,103740000,103760000
0,8,108756051,108851928,8,109548240,109585590
1,8,86350000,86375000,8,86975000,87000000
0,11,55685175,55764606,11,55953477,56010669
0,7,7501563,7920572,7,8146553,8155200
0,11,28403196,28474580,11,28705793,28727746
0,7,52203853,52221510,7,52657228,52671811
0,4,11779292,11796743,4,12034862,12077929
0,11,32951605,33117934,11,33616526,33645969
0,11,120458134,120580293,11,120608954,120694262
0,7,28303869,28373540,7,28809356,29070151
0,11,22462369,22530346,11,22573868,22599525
0,11,128156410,128163789,11,128585440,128677815
0,4,63838361,63860964,4,63942461,63980354
0,4,89314779,89346380,4,89403586,89670063
0,11,114600126,114653634,11,114946234,115024057
0,8,65422805,65428936,8,66038523,66065594
1,11,14650000,14675000,11,14900000,14930000
0,7,51014076,51092825,7,51665568,51735468
1,7,130550000,130600000,7,131175000,131200000
1,4,85500000,85525000,4,85875000,85900000
0,11,90238134,90273619,11,90331922,90354831
0,8,104473723,104577839,8,105114844,105201442
0,11,127708953,127721796,11,128230235,128241052
1,7,26400000,26425000,7,27150000,27250000
0,11,21112354,21163244,11,21362584,21410565
0,11,100208559,100236750,11,100325683,100360070
0,7,81726103,81834657,7,82276053,82390432
0,11,102571325,102590112,11,103039694,103153349
0,4,95622769,95635462,4,95841821,95864932
1,11,34150000,34200000,11,34500000,34525000
0,11,114688327,114695368,11,115796442,115906923
0,4,4137335,4157708,4,4173581,4917731
0,7,94960849,95086574,7,95642147,96084714
0,11,106306432,106336422,11,106532656,106610832
1,4,120230000,120240000,4,120950000,120980000
0,8,77349815,77395353,8,77477001,77514942
0,8,58381212,58420100,8,58982405,58996856
0,7,85692056,85698395,7,86182858,86355370
0,11,132842437,132847102,11,132924006,132969821
0,8,987173,1026672,8,1294691,1344346
0,11,134295964,134369168,11,134401038,134419093
0,11,6850631,6867920,11,7214937,7228626
0,11,96978482,97021760,11,97233978,97286105
0,11,120707156,120718847,11,121173983,121226561
0,11,24109712,24178456,11,24371893,24397192
0,4,168740434,168760323,4,169221458,169250713
0,11,89902819,89997233,11,90597520,90614361
1,11,9750000,9800000,11,9975000,10000000
0,11,39843276,39899548,11,40608995,40622816
0,7,89772314,89830638,7,89863202,89999551
1,7,128310000,128320000,7,128500000,128525000
1,8,22275000,22300000,8,22750000,22775000
0,11,129032436,129042953,11,130834811,130864134
0,4,91020409,91046014,4,91512363,91546148
1,11,94350000,94375000,11,94600000,94625000
0,11,115409043,115434494,11,116431971,116435932
0,4,181323155,181338874,4,181567912,181609591
0,11,125055154,125071067,11,125638817,125645546
1,11,124275000,124300000,11,124700000,124725000
0,7,145955201,146109933,7,146282649,146446834
0,7,98205389,98306530,7,98315901,98321690
0,8,77349815,77395353,8,77515453,77522156
0,11,28017231,28214524,11,28816824,28840291
0,7,37587647,37617432,7,38728099,38730942
0,11,122521675,122531232,11,122771034,122787836
0,4,188936199,188963554,4,188971148,189058616
0,8,60214762,60229073,8,60313326,60355266
0,11,36796500,36826257,11,37017015,37038607
1,7,154970000,154980000,7,155130000,155150000
0,7,153483762,153492769,7,154161529,154275697
0,4,91053345,91097381,4,91655014,91673135
0,11,132006373,132024712,11,132159506,132189310
0,7,102929311,104001406,7,104006137,104040539
0,11,115909018,115960586,11,116211270,116280969
0,7,18429082,18459419,7,18622115,18654423
0,7,147238915,147278564,7,147431231,147446788
0,7,18464490,18474787,7,18592555,18602732
0,11,129117252,129302821,11,129448569,129513927
0,7,142786409,142812707,7,143699427,143746979
0,4,179572514,179582299,4,180116364,180132317
0,7,31863798,31943126,7,32015439,32022084
1,4,81950000,82000000,4,82250000,82275000
0,8,126964277,127064705,8,127674699,127685286
0,8,76751490,76778089,8,77406398,77435815
0,8,77261265,77348606,8,77743584,77787974
0,4,66403833,66442916,4,66703961,66727472
0,7,34910472,34977000,7,35358679,35377780
0,11,133749433,133787596,11,133788405,133943647
0,11,104051213,104253275,11,104295189,104324223
0,11,90168629,90228743,11,90331922,90354831
0,8,88870993,88892840,8,88956900,89085534
0,8,96896479,96944000,8,97041279,97073710
0,7,146466928,146628575,7,147137870,147192323
1,8,67830000,67840000,8,67970000,67980000
0,11,15085690,15114175,11,15624230,15637435
0,8,138580383,138657987,8,138845529,138869135
0,11,97024322,97040817,11,97127186,97156473
0,8,137379248,137430524,8,137675041,137687086
0,11,92205246,92229111,11,92485128,92502979
0,7,14402504,14439061,7,15810161,15827782
0,4,125390565,125433002,4,125880492,125949367
0,7,90302352,90348626,7,90786282,90792075
0,11,80422326,80477778,11,80782919,80792528
0,11,26954278,26983393,11,27027501,27058181
0,8,78072938,78078981,8,79234698,79289717
0,8,107319750,107515737,8,107575462,107609162
0,11,24505608,24516613,11,24804409,24814308
1,11,10800000,10825000,11,11275000,11300000
0,11,20926097,20942230,11,21298541,21308636
0,8,5514853,5532556,8,6103117,6207085
0,4,46915352,46956561,4,47020953,47028116
0,8,58088293,58148036,8,58825843,58847788
0,7,109337488,109385872,7,109789771,109807444
0,7,89521636,89619449,7,90005851,90154977
0,11,36833039,36847208,11,36919018,36925915
1,11,67600000,67625000,11,67700000,67725000
0,11,119144881,119664442,11,119690664,119704367
1,4,77350000,77360000,4,77420000,77440000
0,11,85321364,85419948,11,85456564,85634233
0,4,3740082,3851170,4,3993813,4027110
0,4,115085490,115092737,4,115280673,115316747
0,4,47149481,47178594,4,47373597,47507612
0,7,67548894,67556143,7,67773135,67794006
0,11,131423891,131464592,11,131489762,131586998
1,4,141250000,141300000,4,141525000,141550000
0,11,131818229,131831728,11,132527672,132555287
0,11,134801630,134818465,11,134878000,134953174
1,7,111360000,111400000,7,112050000,112075000
0,11,57761499,57862021,11,57999039,58006114
0,7,81165986,81184221,7,81580183,81695539
0,7,52814057,52843990,7,53091678,53169766
0,4,33512645,33582988,4,33611892,33623577
0,7,88487138,88518904,7,89263418,89305537
0,7,11038790,11344950,7,11356382,11405903
1,11,124530000,124550000,11,124630000,124640000
0,8,142540122,142555727,8,142603353,142617190
